regine,type,year,name,unit,value
002.A1,INDUSTRI,1990,Ni,tonn,0.838
002.A1,INDUSTRI,1990,Zn,tonn,1.5
002.A1,INDUSTRI,1991,Cu,tonn,0.43
002.A1,INDUSTRI,1991,Ni,tonn,0.58
002.A1,INDUSTRI,1991,Zn,tonn,1.1
002.A1,INDUSTRI,1992,Cd,tonn,0.0050999999999999995
002.A1,INDUSTRI,1992,Cr,tonn,0.992
002.A1,INDUSTRI,1992,Cu,tonn,0.325
002.A1,INDUSTRI,1992,Ni,tonn,0.281
002.A1,INDUSTRI,1992,Pb,tonn,0.051
002.A1,INDUSTRI,1992,Zn,tonn,0.666
002.A1,INDUSTRI,1993,Cd,tonn,0.0025
002.A1,INDUSTRI,1993,Cu,tonn,0.246
002.A1,INDUSTRI,1993,Ni,tonn,0.263
002.A1,INDUSTRI,1993,Pb,tonn,0.052
002.A1,INDUSTRI,1993,Zn,tonn,0.552
002.A1,INDUSTRI,1994,Cd,tonn,0.006
002.A1,INDUSTRI,1994,Cu,tonn,0.163
002.A1,INDUSTRI,1994,Ni,tonn,0.3
002.A1,INDUSTRI,1994,Pb,tonn,0.058
002.A1,INDUSTRI,1994,Zn,tonn,0.58
002.A1,INDUSTRI,1995,Cd,tonn,0.007
002.A1,INDUSTRI,1995,Cu,tonn,0.14
002.A1,INDUSTRI,1995,Ni,tonn,0.274
002.A1,INDUSTRI,1995,Pb,tonn,0.071
002.A1,INDUSTRI,1995,Zn,tonn,0.755
002.A1,INDUSTRI,1996,Cd,tonn,0.0023
002.A1,INDUSTRI,1996,Cu,tonn,0.09
002.A1,INDUSTRI,1996,Ni,tonn,0.336
002.A1,INDUSTRI,1996,Pb,tonn,0.068
002.A1,INDUSTRI,1996,Zn,tonn,0.604
002.A1,INDUSTRI,1997,Cd,tonn,0.0024
002.A1,INDUSTRI,1997,Cu,tonn,0.113
002.A1,INDUSTRI,1997,Ni,tonn,0.421
002.A1,INDUSTRI,1997,Pb,tonn,0.071
002.A1,INDUSTRI,1997,Zn,tonn,0.632
002.A1,INDUSTRI,1998,As,tonn,0.01
002.A1,INDUSTRI,1998,Cd,tonn,0.0005
002.A1,INDUSTRI,1998,Cu,tonn,0.103
002.A1,INDUSTRI,1998,Hg,tonn,0.0004
002.A1,INDUSTRI,1998,Ni,tonn,0.343
002.A1,INDUSTRI,1998,Pb,tonn,0.0092
002.A1,INDUSTRI,1998,Zn,tonn,0.451
002.A1,INDUSTRI,1999,As,tonn,0.011
002.A1,INDUSTRI,1999,Cd,tonn,0.0004
002.A1,INDUSTRI,1999,Cu,tonn,0.093
002.A1,INDUSTRI,1999,Hg,tonn,0.0001
002.A1,INDUSTRI,1999,Ni,tonn,0.328
002.A1,INDUSTRI,1999,Pb,tonn,0.018
002.A1,INDUSTRI,1999,Zn,tonn,0.207
002.A1,INDUSTRI,2000,As,tonn,0.013
002.A1,INDUSTRI,2000,Cd,tonn,0.00030025
002.A1,INDUSTRI,2000,Cu,tonn,0.0800025
002.A1,INDUSTRI,2000,Hg,tonn,0.003
002.A1,INDUSTRI,2000,Ni,tonn,0.268
002.A1,INDUSTRI,2000,Pb,tonn,0.021005
002.A1,INDUSTRI,2000,Zn,tonn,0.1680245
002.A1,INDUSTRI,2001,As,tonn,0.025
002.A1,INDUSTRI,2001,Cd,tonn,0.00020050000000000002
002.A1,INDUSTRI,2001,Cu,tonn,0.102037
002.A1,INDUSTRI,2001,Hg,tonn,0.0024
002.A1,INDUSTRI,2001,Ni,tonn,0.307
002.A1,INDUSTRI,2001,Pb,tonn,0.01971
002.A1,INDUSTRI,2001,Zn,tonn,0.285271
002.A1,INDUSTRI,2002,As,tonn,0.052
002.A1,INDUSTRI,2002,Cd,tonn,0.002638
002.A1,INDUSTRI,2002,Cu,tonn,0.1205082
002.A1,INDUSTRI,2002,Ni,tonn,0.303
002.A1,INDUSTRI,2002,Pb,tonn,0.017207
002.A1,INDUSTRI,2002,Zn,tonn,0.307168
002.A1,INDUSTRI,2003,As,tonn,0.052
002.A1,INDUSTRI,2003,Cd,tonn,0.0026000000000000003
002.A1,INDUSTRI,2003,Cu,tonn,0.09559999999999999
002.A1,INDUSTRI,2003,Hg,tonn,0.004200000000000001
002.A1,INDUSTRI,2003,Ni,tonn,0.257
002.A1,INDUSTRI,2003,Pb,tonn,0.026
002.A1,INDUSTRI,2003,Zn,tonn,0.262
002.A1,INDUSTRI,2004,As,tonn,0.074
002.A1,INDUSTRI,2004,Cd,tonn,0.0024
002.A1,INDUSTRI,2004,Cu,tonn,0.0584
002.A1,INDUSTRI,2004,Hg,tonn,0.008400000000000001
002.A1,INDUSTRI,2004,Ni,tonn,0.35769999999999996
002.A1,INDUSTRI,2004,Pb,tonn,0.03
002.A1,INDUSTRI,2004,Zn,tonn,0.186
002.A1,INDUSTRI,2005,As,tonn,0.135
002.A1,INDUSTRI,2005,Cd,tonn,0.00035
002.A1,INDUSTRI,2005,Cu,tonn,0.06459999999999999
002.A1,INDUSTRI,2005,Hg,tonn,0.0047
002.A1,INDUSTRI,2005,Ni,tonn,0.21339999999999998
002.A1,INDUSTRI,2005,Pb,tonn,0.021
002.A1,INDUSTRI,2005,Zn,tonn,0.143
002.A1,INDUSTRI,2006,As,tonn,0.0001
002.A1,INDUSTRI,2006,Cd,tonn,1e-05
002.A1,INDUSTRI,2006,Cu,tonn,0.0404
002.A1,INDUSTRI,2006,Hg,tonn,0.003
002.A1,INDUSTRI,2006,Ni,tonn,0.1549
002.A1,INDUSTRI,2006,Pb,tonn,0.023
002.A1,INDUSTRI,2006,Zn,tonn,0.149
002.A1,INDUSTRI,2007,As,tonn,0.00013
002.A1,INDUSTRI,2007,Cu,tonn,0.0584
002.A1,INDUSTRI,2007,Hg,tonn,0.0040999999999999995
002.A1,INDUSTRI,2007,Ni,tonn,0.1374
002.A1,INDUSTRI,2007,Pb,tonn,0.0185
002.A1,INDUSTRI,2007,Zn,tonn,0.147
002.A1,INDUSTRI,2008,As,tonn,5e-05
002.A1,INDUSTRI,2008,Cr,tonn,0.4607
002.A1,INDUSTRI,2008,Cu,tonn,0.0694
002.A1,INDUSTRI,2008,Hg,tonn,0.0035
002.A1,INDUSTRI,2008,Ni,tonn,0.13235
002.A1,INDUSTRI,2008,Pb,tonn,0.020399999999999998
002.A1,INDUSTRI,2008,Zn,tonn,0.1381
002.A1,INDUSTRI,2009,As,tonn,0.0006
002.A1,INDUSTRI,2009,Cu,tonn,0.095
002.A1,INDUSTRI,2009,Hg,tonn,0.0033
002.A1,INDUSTRI,2009,Ni,tonn,0.127
002.A1,INDUSTRI,2009,Pb,tonn,0.023899999999999998
002.A1,INDUSTRI,2009,Zn,tonn,0.121
002.A1,INDUSTRI,2010,As,tonn,0.0006
002.A1,INDUSTRI,2010,Cd,tonn,0.0004
002.A1,INDUSTRI,2010,Cr,tonn,0.513
002.A1,INDUSTRI,2010,Cu,tonn,0.161
002.A1,INDUSTRI,2010,Hg,tonn,0.0028
002.A1,INDUSTRI,2010,Ni,tonn,0.128
002.A1,INDUSTRI,2010,Pb,tonn,0.0254
002.A1,INDUSTRI,2010,Zn,tonn,0.176
002.A1,INDUSTRI,2011,As,tonn,0.0006
002.A1,INDUSTRI,2011,Cd,tonn,0.0006
002.A1,INDUSTRI,2011,Cr,tonn,0.394
002.A1,INDUSTRI,2011,Cu,tonn,0.077
002.A1,INDUSTRI,2011,Hg,tonn,0.0024
002.A1,INDUSTRI,2011,Ni,tonn,0.104
002.A1,INDUSTRI,2011,Pb,tonn,0.0207
002.A1,INDUSTRI,2011,Zn,tonn,0.121
002.A1,INDUSTRI,2012,As,tonn,0.0022
002.A1,INDUSTRI,2012,Cd,tonn,0.0002
002.A1,INDUSTRI,2012,Cu,tonn,0.088
002.A1,INDUSTRI,2012,Hg,tonn,0.0017
002.A1,INDUSTRI,2012,Ni,tonn,0.083
002.A1,INDUSTRI,2012,Pb,tonn,0.0254
002.A1,INDUSTRI,2012,Zn,tonn,0.112
002.A1,INDUSTRI,2013,As,tonn,0.0038
002.A1,INDUSTRI,2013,Cd,tonn,0.00014000000000000001
002.A1,INDUSTRI,2013,Cr,tonn,0.482
002.A1,INDUSTRI,2013,Cu,tonn,0.091
002.A1,INDUSTRI,2013,Hg,tonn,0.0021000000000000003
002.A1,INDUSTRI,2013,Ni,tonn,0.083
002.A1,INDUSTRI,2013,Pb,tonn,0.0232
002.A1,INDUSTRI,2013,Zn,tonn,0.112
002.A1,INDUSTRI,2014,As,tonn,0.0036
002.A1,INDUSTRI,2014,Cd,tonn,0.00047510000000000006
002.A1,INDUSTRI,2014,Cr,tonn,0.396
002.A1,INDUSTRI,2014,Cu,tonn,0.099
002.A1,INDUSTRI,2014,Hg,tonn,0.0032006
002.A1,INDUSTRI,2014,Ni,tonn,0.101
002.A1,INDUSTRI,2014,Pb,tonn,0.0333586
002.A1,INDUSTRI,2014,Zn,tonn,0.112
002.A1,INDUSTRI,2015,As,tonn,0.0026
002.A1,INDUSTRI,2015,Cd,tonn,0.0005
002.A1,INDUSTRI,2015,Cr,tonn,0.3388
002.A1,INDUSTRI,2015,Cu,tonn,0.0977
002.A1,INDUSTRI,2015,Hg,tonn,0.003
002.A1,INDUSTRI,2015,Ni,tonn,0.0826
002.A1,INDUSTRI,2015,Pb,tonn,0.034
002.A1,INDUSTRI,2015,Zn,tonn,0.1762
002.A1,INDUSTRI,2016,As,tonn,0.0028757
002.A1,INDUSTRI,2016,Cd,tonn,0.0005582
002.A1,INDUSTRI,2016,Cr,tonn,0.3696127
002.A1,INDUSTRI,2016,Cu,tonn,0.0798119
002.A1,INDUSTRI,2016,Hg,tonn,0.0017071
002.A1,INDUSTRI,2016,Ni,tonn,0.069313
002.A1,INDUSTRI,2016,Pb,tonn,0.0359125
002.A1,INDUSTRI,2016,Zn,tonn,0.1552596
002.A1,INDUSTRI,2017,As,tonn,0.0022201
002.A1,INDUSTRI,2017,Cd,tonn,0.0007054
002.A1,INDUSTRI,2017,Cr,tonn,0.3518447
002.A1,INDUSTRI,2017,Cu,tonn,0.0769262
002.A1,INDUSTRI,2017,Hg,tonn,0.0030142
002.A1,INDUSTRI,2017,Ni,tonn,0.0701916
002.A1,INDUSTRI,2017,Pb,tonn,0.0350134
002.A1,INDUSTRI,2017,Zn,tonn,0.1700106
002.A1,INDUSTRI,2018,As,tonn,0.0019317
002.A1,INDUSTRI,2018,Cd,tonn,0.0001189
002.A1,INDUSTRI,2018,Cr,tonn,0.396149
002.A1,INDUSTRI,2018,Cu,tonn,0.0547976
002.A1,INDUSTRI,2018,Hg,tonn,0.0031114
002.A1,INDUSTRI,2018,Ni,tonn,0.080358
002.A1,INDUSTRI,2018,Pb,tonn,0.0286611
002.A1,INDUSTRI,2018,Zn,tonn,0.1313104
002.A1,INDUSTRI,2019,As,tonn,0.0017294
002.A1,INDUSTRI,2019,Cd,tonn,0.0001478
002.A1,INDUSTRI,2019,Cr,tonn,0.2721203
002.A1,INDUSTRI,2019,Cu,tonn,0.0561975
002.A1,INDUSTRI,2019,Hg,tonn,0.0027062
002.A1,INDUSTRI,2019,Ni,tonn,0.060424
002.A1,INDUSTRI,2019,Pb,tonn,0.0221488
002.A1,INDUSTRI,2019,Zn,tonn,0.1267658
002.A20,INDUSTRI,2003,Ni,tonn,0.0020800000000000003
002.A20,INDUSTRI,2003,Zn,tonn,0.00063
002.A20,INDUSTRI,2004,Ni,tonn,3.5999999999999994e-05
002.A20,INDUSTRI,2004,Zn,tonn,6e-06
002.A20,INDUSTRI,2005,Ni,tonn,3.5999999999999994e-05
002.A20,INDUSTRI,2005,Zn,tonn,2e-06
002.A20,INDUSTRI,2006,Ni,tonn,1.4e-05
002.A20,INDUSTRI,2006,Zn,tonn,1e-06
002.A20,INDUSTRI,2007,Ni,tonn,2e-05
002.A20,INDUSTRI,2007,Zn,tonn,2e-05
002.A20,INDUSTRI,2008,Ni,tonn,2e-06
002.A20,INDUSTRI,2008,Zn,tonn,1e-06
002.A20,INDUSTRI,2009,Ni,tonn,6e-06
002.A20,INDUSTRI,2009,Zn,tonn,3e-06
002.A20,INDUSTRI,2010,Ni,tonn,8e-06
002.A20,INDUSTRI,2010,Zn,tonn,2e-06
002.A20,INDUSTRI,2011,Ni,tonn,5e-06
002.A20,INDUSTRI,2011,Zn,tonn,2e-06
002.A2C,INDUSTRI,1996,Cu,tonn,0.00022600000000000002
002.A2C,INDUSTRI,1996,Ni,tonn,0.00022600000000000002
002.A2C,INDUSTRI,1996,Zn,tonn,0.00022600000000000002
002.A2C,INDUSTRI,1997,Cu,tonn,7.4e-05
002.A2C,INDUSTRI,1997,Ni,tonn,0.00037
002.A2C,INDUSTRI,1997,Zn,tonn,0.000148
002.A2C,INDUSTRI,1998,Cu,tonn,0.116
002.A2C,INDUSTRI,1998,Ni,tonn,0.2551
002.A2C,INDUSTRI,1998,Zn,tonn,0.139
002.A2C,INDUSTRI,1999,Cu,tonn,0.000275
002.A2C,INDUSTRI,1999,Ni,tonn,0.000642
002.A2C,INDUSTRI,1999,Zn,tonn,0.000734
002.A2C,INDUSTRI,2000,Cu,tonn,0.00017
002.A2C,INDUSTRI,2000,Ni,tonn,0.00066
002.A2C,INDUSTRI,2000,Zn,tonn,0.00041999999999999996
002.A2C,INDUSTRI,2001,Cu,tonn,0.00011
002.A2C,INDUSTRI,2001,Ni,tonn,0.0002
002.A2C,INDUSTRI,2001,Zn,tonn,0.0002
002.A2C,INDUSTRI,2002,Cu,tonn,0.00016
002.A2C,INDUSTRI,2002,Ni,tonn,0.00012
002.A2C,INDUSTRI,2002,Zn,tonn,0.0005899999999999999
002.A2C,INDUSTRI,2003,Cu,tonn,0.00027
002.A2C,INDUSTRI,2003,Ni,tonn,0.00013700000000000002
002.A2C,INDUSTRI,2003,Zn,tonn,0.00035
002.A2C,INDUSTRI,2004,Cu,tonn,0.00016700000000000002
002.A2C,INDUSTRI,2004,Ni,tonn,0.00019
002.A2C,INDUSTRI,2004,Zn,tonn,0.00011899999999999999
002.A2C,INDUSTRI,2005,Cu,tonn,2.24e-05
002.A2C,INDUSTRI,2005,Ni,tonn,1.6e-05
002.A2C,INDUSTRI,2005,Zn,tonn,2.7e-05
002.A3,INDUSTRI,1994,Cu,tonn,0.0001
002.A3,INDUSTRI,1999,Cu,tonn,0.0005600000000000001
002.A3,INDUSTRI,1999,Ni,tonn,0.00032
002.A3,INDUSTRI,1999,Pb,tonn,0.0002
002.A3,INDUSTRI,1999,Zn,tonn,0.0008399999999999999
002.A3,INDUSTRI,2002,Cu,tonn,0.014199999999999999
002.A3,INDUSTRI,2003,Cu,tonn,0.0134
002.A3,INDUSTRI,2004,Cu,tonn,0.0114
002.A3,INDUSTRI,2005,Cu,tonn,0.0145
002.A3,INDUSTRI,2006,Cu,tonn,0.01
002.A3,INDUSTRI,2007,Cu,tonn,0.0405
002.A3,INDUSTRI,2008,As,tonn,0.000809
002.A3,INDUSTRI,2008,Cd,tonn,8.9e-05
002.A3,INDUSTRI,2008,Cu,tonn,0.018459
002.A3,INDUSTRI,2008,Hg,tonn,7e-06
002.A3,INDUSTRI,2008,Ni,tonn,0.006752
002.A3,INDUSTRI,2008,Pb,tonn,0.001962
002.A3,INDUSTRI,2008,Zn,tonn,0.035432000000000005
002.A3,INDUSTRI,2009,As,tonn,0.000602
002.A3,INDUSTRI,2009,Cd,tonn,3.2e-05
002.A3,INDUSTRI,2009,Cu,tonn,0.01449
002.A3,INDUSTRI,2009,Hg,tonn,1.7e-05
002.A3,INDUSTRI,2009,Ni,tonn,0.002113
002.A3,INDUSTRI,2009,Pb,tonn,0.000773
002.A3,INDUSTRI,2009,Zn,tonn,0.014391999999999999
002.A3,INDUSTRI,2010,As,tonn,0.00039
002.A3,INDUSTRI,2010,Cd,tonn,7.199999999999999e-05
002.A3,INDUSTRI,2010,Cr,tonn,0.004163
002.A3,INDUSTRI,2010,Cu,tonn,0.036924
002.A3,INDUSTRI,2010,Hg,tonn,2e-05
002.A3,INDUSTRI,2010,Ni,tonn,0.001993
002.A3,INDUSTRI,2010,Pb,tonn,0.001418
002.A3,INDUSTRI,2010,Zn,tonn,0.022956
002.A3,INDUSTRI,2011,As,tonn,0.000232
002.A3,INDUSTRI,2011,Cd,tonn,5e-05
002.A3,INDUSTRI,2011,Cr,tonn,0.0011279999999999999
002.A3,INDUSTRI,2011,Cu,tonn,0.023701
002.A3,INDUSTRI,2011,Hg,tonn,0.000165
002.A3,INDUSTRI,2011,Ni,tonn,0.000438
002.A3,INDUSTRI,2011,Pb,tonn,0.000651
002.A3,INDUSTRI,2011,Zn,tonn,0.014143000000000001
002.A3,INDUSTRI,2012,As,tonn,5.9e-05
002.A3,INDUSTRI,2012,Cd,tonn,4e-06
002.A3,INDUSTRI,2012,Cu,tonn,0.011164
002.A3,INDUSTRI,2012,Hg,tonn,4e-06
002.A3,INDUSTRI,2012,Ni,tonn,1.1e-05
002.A3,INDUSTRI,2012,Pb,tonn,4.2999999999999995e-05
002.A3,INDUSTRI,2012,Zn,tonn,2.1000000000000002e-05
002.A3,INDUSTRI,2013,As,tonn,4.1e-05
002.A3,INDUSTRI,2013,Cd,tonn,4e-06
002.A3,INDUSTRI,2013,Cr,tonn,1.2e-05
002.A3,INDUSTRI,2013,Cu,tonn,0.01232
002.A3,INDUSTRI,2013,Hg,tonn,4e-06
002.A3,INDUSTRI,2013,Ni,tonn,8.999999999999999e-06
002.A3,INDUSTRI,2013,Pb,tonn,2.4e-05
002.A3,INDUSTRI,2013,Zn,tonn,2.8e-05
002.A3,INDUSTRI,2014,As,tonn,7e-06
002.A3,INDUSTRI,2014,Cd,tonn,1e-06
002.A3,INDUSTRI,2014,Cr,tonn,2.3e-05
002.A3,INDUSTRI,2014,Cu,tonn,0.01234
002.A3,INDUSTRI,2014,Hg,tonn,0.0
002.A3,INDUSTRI,2014,Ni,tonn,8e-06
002.A3,INDUSTRI,2014,Pb,tonn,5e-06
002.A3,INDUSTRI,2014,Zn,tonn,3.2e-05
002.A3,INDUSTRI,2015,Cr,tonn,0.0003
002.A3,INDUSTRI,2015,Cu,tonn,0.012199999999999999
002.A3,INDUSTRI,2015,Pb,tonn,0.0001
002.A3,INDUSTRI,2015,Zn,tonn,1.142
002.A3,INDUSTRI,2016,As,tonn,0.000156
002.A3,INDUSTRI,2016,Cd,tonn,0.0
002.A3,INDUSTRI,2016,Cr,tonn,4.3e-05
002.A3,INDUSTRI,2016,Cu,tonn,0.008338
002.A3,INDUSTRI,2016,Hg,tonn,0.0
002.A3,INDUSTRI,2016,Ni,tonn,0.000303
002.A3,INDUSTRI,2016,Pb,tonn,0.000733
002.A3,INDUSTRI,2016,Zn,tonn,0.006718
002.A3,INDUSTRI,2017,As,tonn,8e-06
002.A3,INDUSTRI,2017,Cd,tonn,4e-07
002.A3,INDUSTRI,2017,Cr,tonn,3e-06
002.A3,INDUSTRI,2017,Cu,tonn,0.006883
002.A3,INDUSTRI,2017,Ni,tonn,1e-06
002.A3,INDUSTRI,2017,Pb,tonn,4e-06
002.A3,INDUSTRI,2017,Zn,tonn,1.1e-05
002.A3,INDUSTRI,2018,As,tonn,0.000362
002.A3,INDUSTRI,2018,Cd,tonn,2e-06
002.A3,INDUSTRI,2018,Cr,tonn,0.00056
002.A3,INDUSTRI,2018,Cu,tonn,0.007
002.A3,INDUSTRI,2018,Hg,tonn,2e-07
002.A3,INDUSTRI,2018,Ni,tonn,5e-06
002.A3,INDUSTRI,2018,Pb,tonn,0.004785
002.A3,INDUSTRI,2018,Zn,tonn,0.010044
002.A3,INDUSTRI,2019,As,tonn,0.000309
002.A3,INDUSTRI,2019,Cd,tonn,4e-07
002.A3,INDUSTRI,2019,Cr,tonn,0.000875
002.A3,INDUSTRI,2019,Cu,tonn,0.006817
002.A3,INDUSTRI,2019,Ni,tonn,1.2e-05
002.A3,INDUSTRI,2019,Pb,tonn,0.000835
002.A3,INDUSTRI,2019,Zn,tonn,0.005019
002.A4,INDUSTRI,1990,Cd,tonn,0.025
002.A4,INDUSTRI,1990,Cu,tonn,46.8
002.A4,INDUSTRI,1990,Hg,tonn,0.0093
002.A4,INDUSTRI,1990,Pb,tonn,0.601
002.A4,INDUSTRI,1990,Zn,tonn,1.4
002.A4,INDUSTRI,1991,Cd,tonn,0.025
002.A4,INDUSTRI,1991,Cu,tonn,14.67
002.A4,INDUSTRI,1991,Hg,tonn,0.0064
002.A4,INDUSTRI,1991,Pb,tonn,0.601
002.A4,INDUSTRI,1991,Zn,tonn,1.4
002.A4,INDUSTRI,1992,Cd,tonn,0.01468
002.A4,INDUSTRI,1992,Cr,tonn,0.0185
002.A4,INDUSTRI,1992,Cu,tonn,6.15684
002.A4,INDUSTRI,1992,Hg,tonn,0.00247
002.A4,INDUSTRI,1992,Ni,tonn,0.00023
002.A4,INDUSTRI,1992,Pb,tonn,0.31929
002.A4,INDUSTRI,1992,Zn,tonn,0.76076
002.A4,INDUSTRI,1993,Cd,tonn,0.005639
002.A4,INDUSTRI,1993,Cr,tonn,0.005732999999999999
002.A4,INDUSTRI,1993,Cu,tonn,6.935745
002.A4,INDUSTRI,1993,Hg,tonn,0.002965
002.A4,INDUSTRI,1993,Ni,tonn,0.0002
002.A4,INDUSTRI,1993,Pb,tonn,0.0679
002.A4,INDUSTRI,1993,Zn,tonn,0.157501
002.A4,INDUSTRI,1994,Cd,tonn,0.00376
002.A4,INDUSTRI,1994,Cr,tonn,0.0046
002.A4,INDUSTRI,1994,Cu,tonn,8.16216
002.A4,INDUSTRI,1994,Hg,tonn,0.0035310000000000003
002.A4,INDUSTRI,1994,Ni,tonn,0.00022
002.A4,INDUSTRI,1994,Pb,tonn,0.02018
002.A4,INDUSTRI,1994,Zn,tonn,0.25497
002.A4,INDUSTRI,1995,Cd,tonn,0.00188
002.A4,INDUSTRI,1995,Cr,tonn,0.0027
002.A4,INDUSTRI,1995,Cu,tonn,8.5726
002.A4,INDUSTRI,1995,Hg,tonn,0.0029679999999999997
002.A4,INDUSTRI,1995,Ni,tonn,0.0003
002.A4,INDUSTRI,1995,Pb,tonn,0.01386
002.A4,INDUSTRI,1995,Zn,tonn,0.1961
002.A4,INDUSTRI,1996,Cd,tonn,0.0015300000000000001
002.A4,INDUSTRI,1996,Cr,tonn,0.0019
002.A4,INDUSTRI,1996,Cu,tonn,8.69884
002.A4,INDUSTRI,1996,Hg,tonn,0.003879
002.A4,INDUSTRI,1996,Ni,tonn,0.00028000000000000003
002.A4,INDUSTRI,1996,Pb,tonn,0.01079
002.A4,INDUSTRI,1996,Zn,tonn,0.13773
002.A4,INDUSTRI,1997,Cd,tonn,0.00155
002.A4,INDUSTRI,1997,Cr,tonn,0.0076
002.A4,INDUSTRI,1997,Cu,tonn,6.46036
002.A4,INDUSTRI,1997,Hg,tonn,0.008623
002.A4,INDUSTRI,1997,Ni,tonn,0.00032
002.A4,INDUSTRI,1997,Pb,tonn,0.01709
002.A4,INDUSTRI,1997,Zn,tonn,0.21483
002.A4,INDUSTRI,1998,Cd,tonn,0.002067
002.A4,INDUSTRI,1998,Cr,tonn,0.0025
002.A4,INDUSTRI,1998,Cu,tonn,7.382993
002.A4,INDUSTRI,1998,Hg,tonn,0.002702
002.A4,INDUSTRI,1998,Ni,tonn,0.000171
002.A4,INDUSTRI,1998,Pb,tonn,0.019375999999999997
002.A4,INDUSTRI,1998,Zn,tonn,0.09846
002.A4,INDUSTRI,1999,Cd,tonn,0.001768
002.A4,INDUSTRI,1999,Cr,tonn,0.0021000000000000003
002.A4,INDUSTRI,1999,Cu,tonn,5.811973
002.A4,INDUSTRI,1999,Hg,tonn,0.002801
002.A4,INDUSTRI,1999,Ni,tonn,0.00017299999999999998
002.A4,INDUSTRI,1999,Pb,tonn,0.022813999999999997
002.A4,INDUSTRI,1999,Zn,tonn,0.11813
002.A4,INDUSTRI,2000,Cd,tonn,0.001503
002.A4,INDUSTRI,2000,Cr,tonn,0.0021000000000000003
002.A4,INDUSTRI,2000,Cu,tonn,4.752358
002.A4,INDUSTRI,2000,Hg,tonn,0.001505
002.A4,INDUSTRI,2000,Ni,tonn,1.2e-05
002.A4,INDUSTRI,2000,Pb,tonn,0.024121
002.A4,INDUSTRI,2000,Zn,tonn,0.135775
002.A4,INDUSTRI,2001,Cd,tonn,0.0016005000000000001
002.A4,INDUSTRI,2001,Cr,tonn,0.002
002.A4,INDUSTRI,2001,Cu,tonn,5.3440177
002.A4,INDUSTRI,2001,Hg,tonn,0.0010681
002.A4,INDUSTRI,2001,Ni,tonn,2.6e-06
002.A4,INDUSTRI,2001,Pb,tonn,0.0204021
002.A4,INDUSTRI,2001,Zn,tonn,0.1354599
002.A4,INDUSTRI,2002,Cd,tonn,0.00350014
002.A4,INDUSTRI,2002,Cr,tonn,0.0019
002.A4,INDUSTRI,2002,Cu,tonn,4.460894
002.A4,INDUSTRI,2002,Hg,tonn,0.001338
002.A4,INDUSTRI,2002,Ni,tonn,3e-06
002.A4,INDUSTRI,2002,Pb,tonn,0.025101000000000002
002.A4,INDUSTRI,2002,Zn,tonn,0.241325
002.A4,INDUSTRI,2003,Cd,tonn,0.002000428
002.A4,INDUSTRI,2003,Cr,tonn,0.0019
002.A4,INDUSTRI,2003,Cu,tonn,6.692052
002.A4,INDUSTRI,2003,Hg,tonn,0.001308
002.A4,INDUSTRI,2003,Ni,tonn,1.2999999999999998e-06
002.A4,INDUSTRI,2003,Pb,tonn,0.016804
002.A4,INDUSTRI,2003,Zn,tonn,0.15181
002.A4,INDUSTRI,2004,Cd,tonn,0.002800543
002.A4,INDUSTRI,2004,Cr,tonn,0.002
002.A4,INDUSTRI,2004,Cu,tonn,7.685978
002.A4,INDUSTRI,2004,Hg,tonn,0.001305543
002.A4,INDUSTRI,2004,Ni,tonn,0.425001776
002.A4,INDUSTRI,2004,Pb,tonn,0.294901235
002.A4,INDUSTRI,2004,Zn,tonn,1.448417
002.A4,INDUSTRI,2005,Cr,tonn,0.30219999999999997
002.A4,INDUSTRI,2005,Cu,tonn,8.067037
002.A4,INDUSTRI,2005,Hg,tonn,0.000185
002.A4,INDUSTRI,2005,Ni,tonn,0.518009
002.A4,INDUSTRI,2005,Pb,tonn,0.358009
002.A4,INDUSTRI,2005,Zn,tonn,1.56637
002.A4,INDUSTRI,2006,Cd,tonn,3.2e-07
002.A4,INDUSTRI,2006,Cr,tonn,0.18930000000000002
002.A4,INDUSTRI,2006,Cu,tonn,5.621058
002.A4,INDUSTRI,2006,Hg,tonn,0.0044006900000000005
002.A4,INDUSTRI,2006,Ni,tonn,0.77600176
002.A4,INDUSTRI,2006,Pb,tonn,0.16200161
002.A4,INDUSTRI,2006,Zn,tonn,2.963473
002.A4,INDUSTRI,2007,As,tonn,0.004
002.A4,INDUSTRI,2007,Cd,tonn,0.011
002.A4,INDUSTRI,2007,Cr,tonn,0.246
002.A4,INDUSTRI,2007,Cu,tonn,6.16902
002.A4,INDUSTRI,2007,Hg,tonn,0.0013
002.A4,INDUSTRI,2007,Ni,tonn,0.27701
002.A4,INDUSTRI,2007,Pb,tonn,0.3870123
002.A4,INDUSTRI,2007,Zn,tonn,4.3361
002.A4,INDUSTRI,2008,As,tonn,0.0301
002.A4,INDUSTRI,2008,Cd,tonn,0.01841
002.A4,INDUSTRI,2008,Cu,tonn,5.926392
002.A4,INDUSTRI,2008,Hg,tonn,0.000501
002.A4,INDUSTRI,2008,Ni,tonn,0.530242
002.A4,INDUSTRI,2008,Pb,tonn,0.230044
002.A4,INDUSTRI,2008,Zn,tonn,4.032531
002.A4,INDUSTRI,2009,As,tonn,0.0077
002.A4,INDUSTRI,2009,Cd,tonn,0.00733
002.A4,INDUSTRI,2009,Cu,tonn,6.4568
002.A4,INDUSTRI,2009,Hg,tonn,0.00264
