regine;a_wood_km2;a_agri_km2;a_upland_km2;a_glacier_km2;a_urban_km2;a_sea_km2
171.8D;0.000;0.000;12.340;0.120;0.000;0.000
171.8E;0.000;0.000;11.670;1.130;0.000;0.000
171.9;72.340;0.000;54.600;0.000;0.000;156.280
171.A0;0.200;0.000;0.520;0.000;0.000;0.000
171.AA0;2.390;0.000;6.040;0.000;0.000;0.000
171.AAA;0.000;0.000;6.040;0.000;0.000;0.000
171.AAB;0.000;0.000;17.840;0.000;0.000;0.000
171.AB;0.000;0.000;70.040;0.000;0.000;0.000
171.B1;1.040;0.000;0.240;0.000;0.000;0.000
171.B21;0.970;0.000;1.240;0.000;0.000;0.000
171.B22;0.620;0.000;0.000;0.000;0.000;0.000
171.B2A;1.900;0.000;14.920;0.000;0.000;0.000
171.B2B;0.000;0.000;5.640;0.000;0.000;0.000
171.BA;0.460;0.000;7.490;0.170;0.000;0.000
171.BB;0.000;0.000;7.500;0.000;0.000;0.000
171.C;0.000;0.000;4.760;0.000;0.000;0.000
171.D;0.000;0.000;9.210;0.000;0.000;0.000
171.E;0.000;0.000;8.430;0.000;0.000;0.000
172.10;8.670;0.000;34.300;0.000;0.000;97.710
172.1Z;11.470;0.000;7.250;0.000;0.000;0.000
172.2;9.860;0.000;13.970;0.000;0.000;12.500
172.31;3.990;0.000;2.760;0.000;0.000;6.250
172.32;10.920;0.000;20.510;0.610;0.000;4.670
172.3A;0.510;0.000;7.050;0.150;0.000;0.000
172.3B;0.320;0.000;5.030;0.160;0.000;0.000
172.4;14.080;0.000;2.840;0.000;0.000;10.520
172.5;34.420;0.000;24.300;0.000;0.000;16.690
172.A1;2.120;0.000;0.000;0.000;0.000;0.000
172.A2;3.090;0.000;0.630;0.000;0.000;0.000
172.A9;0.390;0.000;0.000;0.000;0.000;0.000
172.AA;25.340;0.000;3.360;0.000;0.000;0.000
172.AB;11.620;0.000;0.000;0.000;0.000;0.000
172.AC;4.990;0.000;0.000;0.000;0.000;0.000
172.AD;35.240;0.000;45.590;0.000;0.000;0.000
172.B;22.880;0.000;7.050;0.000;0.000;0.000
172.C1;5.810;0.000;0.220;0.000;0.000;0.000
172.C2;3.640;0.000;0.000;0.000;0.000;0.000
172.C9;1.710;0.000;0.130;0.000;0.000;0.000
172.CA;0.600;0.000;0.770;0.000;0.000;0.000
172.CB;6.750;0.000;5.440;0.000;0.000;0.000
172.D;2.830;0.000;0.050;0.000;0.000;0.000
172.E;5.310;0.000;14.830;0.530;0.000;0.000
172.F;0.040;0.000;0.710;0.000;0.000;0.000
172.G;0.040;0.000;21.550;0.000;0.000;0.000
173.11;15.430;0.000;13.010;0.000;0.000;35.840
173.12;23.530;3.030;2.080;0.000;0.000;13.790
173.1Z;30.460;0.000;22.350;0.000;0.000;0.000
173.20;20.640;0.540;3.920;0.000;0.000;37.580
173.2Z;16.250;0.160;3.620;0.000;0.000;0.000
173.310;22.550;0.110;6.610;0.000;0.000;25.720
173.31A;2.030;0.000;1.180;0.000;0.000;0.000
173.31B;0.340;0.000;5.800;0.000;0.000;0.000
173.32;7.290;0.000;2.040;0.000;0.000;2.900
173.3A;5.760;0.000;0.270;0.000;0.000;0.000
173.3B;37.120;0.000;20.620;0.600;0.000;0.000
173.3C;9.500;0.000;15.400;4.380;0.000;0.000
173.4;16.940;0.000;11.270;0.000;0.000;32.540
173.50;13.580;0.000;11.870;1.430;0.000;16.320
173.5Z;7.410;0.000;12.730;0.000;0.000;0.000
173.60;5.460;0.000;10.450;14.240;0.000;7.300
173.6A;2.280;0.000;12.540;1.360;0.000;0.000
173.6B0;3.340;0.000;14.330;0.160;0.000;0.000
173.6BA;0.000;0.000;0.340;0.000;0.000;0.000
173.6BB;0.000;0.000;1.320;0.000;0.000;0.000
173.6BC;0.000;0.000;8.560;1.460;0.000;0.000
173.6C;0.000;0.000;0.960;0.000;0.000;0.000
173.6D;0.000;0.000;16.790;0.120;0.000;0.000
173.710;4.870;0.000;8.540;0.000;0.000;1.310
173.71A;0.310;0.000;0.030;0.000;0.000;0.000
173.71B;0.300;0.000;4.470;0.000;0.000;0.000
173.72;2.000;0.000;7.130;0.000;0.000;6.680
173.8;29.100;0.000;27.380;0.760;0.000;11.310
173.A0;21.000;0.000;47.400;0.250;0.000;0.000
173.AA1;3.410;0.000;5.940;0.000;0.000;0.000
173.AA2;2.140;0.000;2.700;0.000;0.000;0.000
173.AA3;0.470;0.000;6.140;0.530;0.000;0.000
173.AA4;0.280;0.000;5.220;0.000;0.000;0.000
173.AA51;0.000;0.000;4.430;0.040;0.000;0.000
173.AA52;0.000;0.000;0.070;0.000;0.000;0.000
173.AA5A;0.000;0.000;0.580;0.000;0.000;0.000
173.AA5B;0.000;0.000;6.910;0.860;0.000;0.000
173.AA5C;0.000;0.000;2.610;2.340;0.000;0.000
173.AA61;0.000;0.000;3.970;0.000;0.000;0.000
173.AA62;0.000;0.000;0.800;0.000;0.000;0.000
173.AAA;0.000;0.000;3.360;0.000;0.000;0.000
173.AAB;0.000;0.000;34.660;2.500;0.000;0.000
173.AB1;0.000;0.000;6.260;0.220;0.000;0.000
173.AB20;0.000;0.000;4.560;0.000;0.000;0.000
173.AB2A;0.000;0.000;1.350;0.000;0.000;0.000
173.AB2B;0.000;0.000;9.880;1.380;0.000;0.000
173.AB31;0.000;0.000;2.340;0.000;0.000;0.000
173.AB32;0.000;0.000;0.160;0.000;0.000;0.000
173.AB41;0.000;0.000;7.720;0.050;0.000;0.000
173.AB42;0.000;0.000;0.130;0.000;0.000;0.000
173.AB5;0.000;0.000;12.540;4.560;0.000;0.000
173.AB61;0.000;0.000;0.230;0.000;0.000;0.000
173.AB62;0.000;0.000;7.450;0.000;0.000;0.000
173.AB6A1;0.000;0.000;1.100;0.000;0.000;0.000
173.AB6A20;0.000;0.000;3.150;0.000;0.000;0.000
173.AB6A2A;0.000;0.000;0.380;0.000;0.000;0.000
173.AB6A2B;0.000;0.000;2.120;0.020;0.000;0.000
173.AB6A3;0.000;0.000;3.150;0.060;0.000;0.000
173.AB6A4;0.000;0.000;0.070;0.000;0.000;0.000
173.AB6B;0.000;0.000;4.180;5.920;0.000;0.000
173.ABA0;0.000;0.000;13.380;0.000;0.000;0.000
173.ABAA;0.000;0.000;17.440;0.870;0.000;0.000
173.ABAB;0.000;0.000;9.680;1.690;0.000;0.000
173.ABB;0.000;0.000;9.320;1.380;0.000;0.000
173.AC;0.000;0.000;25.800;0.000;0.000;0.000
173.AD;0.000;0.000;13.000;0.000;0.000;0.000
173.AE;0.000;0.000;8.010;0.000;0.000;0.000
173.AF;0.000;0.000;20.620;2.610;0.000;0.000
173.AG;0.000;0.000;34.980;11.400;0.000;0.000
173.AH1;0.000;0.000;2.410;0.030;0.000;0.000
173.AH2;0.000;0.000;1.370;0.530;0.000;0.000
173.AH3;0.000;0.000;4.120;0.020;0.000;0.000
173.AH4;0.000;0.000;5.330;2.260;0.000;0.000
173.B10;0.380;0.000;0.000;0.000;0.000;0.000
173.B1A1;1.520;0.000;3.820;0.000;0.000;0.000
173.B1A2;0.590;0.000;0.630;0.000;0.000;0.000
173.B1A3;0.000;0.000;0.510;0.000;0.000;0.000
173.B1A4;0.000;0.000;0.630;0.000;0.000;0.000
173.B1B;0.000;0.000;8.470;0.020;0.000;0.000
173.B2;0.050;0.000;0.000;0.000;0.000;0.000
173.B30;1.570;0.000;0.010;0.000;0.000;0.000
173.B3A;0.390;0.000;2.430;0.000;0.000;0.000
173.B3B;0.000;0.000;12.870;0.000;0.000;0.000
173.B3C;0.000;0.000;9.540;0.000;0.000;0.000
173.B4;2.150;0.000;3.310;0.000;0.000;0.000
173.B5;0.240;0.000;2.540;0.000;0.000;0.000
173.B6;0.000;0.000;3.480;0.000;0.000;0.000
173.BA;0.000;0.000;2.780;0.000;0.000;0.000
173.BB;0.000;0.000;25.690;0.000;0.000;0.000
173.BC;0.000;0.000;8.820;0.000;0.000;0.000
173.C1;0.000;0.000;5.290;0.000;0.000;0.000
173.C2;0.000;0.000;3.250;0.000;0.000;0.000
173.C3;0.000;0.000;7.990;0.000;0.000;0.000
173.C4;0.000;0.000;23.330;0.500;0.000;0.000
173.C5;0.000;0.000;4.800;0.000;0.000;0.000
173.C6;0.000;0.000;10.450;0.000;0.000;0.000
173.D1;0.000;0.000;0.460;0.000;0.000;0.000
173.D2;0.000;0.000;20.490;0.340;0.000;0.000
173.D3;0.000;0.000;4.350;0.000;0.000;0.000
173.D4;0.000;0.000;3.890;0.000;0.000;0.000
173.D5;0.000;0.000;0.780;0.000;0.000;0.000
173.D6;0.000;0.000;0.510;0.000;0.000;0.000
173.D7;0.000;0.000;18.770;0.470;0.000;0.000
173.D8;0.000;0.000;5.760;0.000;0.000;0.000
173.E1;0.000;0.000;10.650;0.170;0.000;0.000
173.E21;0.000;0.000;8.120;0.000;0.000;0.000
173.E22;0.000;0.000;5.800;0.000;0.000;0.000
173.E2A;0.000;0.000;0.950;0.000;0.000;0.000
173.E2B;0.000;0.000;6.400;0.000;0.000;0.000
173.E2C;0.000;0.000;0.960;0.000;0.000;0.000
173.E2D;0.000;0.000;5.390;0.070;0.000;0.000
173.E2E;0.000;0.000;21.660;1.060;0.000;0.000
173.F;0.000;0.000;0.020;0.000;0.000;0.000
174.11;2.590;0.120;0.000;0.000;0.000;11.480
174.12;0.980;2.910;0.000;0.000;0.000;13.720
174.1A;15.620;0.160;2.620;0.000;0.000;0.000
174.1B1;5.330;0.000;3.400;0.860;0.000;0.000
174.1B2;0.750;0.000;1.390;0.000;0.000;0.000
174.1B3;0.200;0.000;0.000;0.000;0.000;0.000
174.1B4;0.170;0.000;0.870;0.000;0.000;0.000
174.1C;11.040;0.000;14.690;1.350;0.000;0.000
174.1D;12.000;0.000;16.580;0.850;0.000;0.000
174.21;16.340;0.000;2.740;0.000;0.000;6.500
174.22;7.760;0.000;13.270;0.000;1.520;4.460
174.2A0;9.840;0.000;21.040;0.000;0.000;0.000
174.2AA0;6.010;0.000;2.730;0.000;0.000;0.000
174.2AAZ;2.940;0.000;6.490;0.150;0.000;0.000
174.2AB1;0.280;0.000;0.000;0.000;0.000;0.000
174.2AB2;0.240;0.000;2.770;0.000;0.000;0.000
174.2AB3;0.830;0.000;0.200;0.000;0.000;0.000
174.2AB4;0.110;0.000;2.170;0.000;0.000;0.000
174.2AB5;0.000;0.000;0.350;0.000;0.000;0.000
174.2AB6;0.000;0.000;0.540;0.000;0.000;0.000
174.2AC;0.140;0.000;5.360;0.000;0.000;0.000
174.2B0;11.270;0.000;10.030;0.060;0.000;0.000
174.2BZ;0.370;0.000;26.230;1.270;0.000;0.000
174.2C0;5.550;0.000;13.120;0.470;0.000;0.000
174.2CA;0.000;0.000;2.250;0.000;0.000;0.000
174.2CB;0.000;0.000;6.570;0.170;0.000;0.000
174.2D;0.000;0.000;17.490;0.230;0.000;0.000
174.3111;0.000;0.000;0.430;0.000;0.820;5.630
174.3112;0.310;0.000;0.010;0.000;1.100;1.260
174.3113;2.350;0.000;0.200;0.000;0.060;1.680
174.3114;2.190;0.000;0.400;0.000;0.000;0.920
174.311A;1.970;0.000;0.480;0.000;0.390;0.000
174.311B;0.560;0.000;2.470;0.000;0.000;0.000
174.311C;0.000;0.000;0.580;0.000;0.000;0.000
174.312;13.530;0.000;2.610;0.000;0.000;9.590
174.31A0;0.640;0.000;0.000;0.000;0.000;0.000
174.31AA;1.170;0.000;0.120;0.000;0.000;0.000
174.31AB;0.250;0.000;2.430;0.000;0.000;0.000
174.31B;0.690;0.000;1.060;0.000;0.000;0.000
174.31C;0.000;0.000;3.970;0.000;0.000;0.000
174.320;4.970;0.000;5.160;0.000;0.000;3.380
174.32A0;0.400;0.000;0.000;0.000;0.000;0.000
174.32AA;0.610;0.000;0.310;0.000;0.000;0.000
174.32AB;0.000;0.000;0.890;0.000;0.000;0.000
174.32B0;0.700;0.000;2.700;0.000;0.000;0.000
174.32BA;0.000;0.000;0.640;0.000;0.000;0.000
174.32BB;0.000;0.000;1.980;0.320;0.000;0.000
174.32C;0.000;0.000;4.780;0.000;0.000;0.000
174.330;1.010;0.000;0.030;0.000;0.000;0.910
174.33A;3.630;0.000;2.120;0.000;0.000;0.000
174.33B;0.000;0.000;14.450;4.890;0.000;0.000
174.34;4.210;0.000;2.500;0.090;0.000;0.590
174.3A0;12.890;0.000;37.000;0.000;0.000;0.000
174.3AA;0.860;0.000;9.960;0.000;0.000;0.000
174.3AB;0.000;0.000;1.930;0.000;0.000;0.000
174.3B1;0.970;0.000;0.210;0.000;0.000;0.000
174.3B20;0.410;0.000;0.100;0.000;0.000;0.000
174.3B2Z;0.000;0.000;3.290;0.000;0.000;0.000
174.3B3;0.000;0.000;2.490;0.000;0.000;0.000
174.3B40;0.000;0.000;2.410;0.000;0.000;0.000
174.3B4A;0.000;0.000;0.140;0.000;0.000;0.000
174.3B4B;0.000;0.000;2.760;0.000;0.000;0.000
174.3BA1;0.000;0.000;0.350;0.000;0.000;0.000
174.3BA2;0.000;0.000;0.640;0.000;0.000;0.000
174.3BA3;0.000;0.000;0.310;0.000;0.000;0.000
174.3BA4;0.000;0.000;3.400;0.000;0.000;0.000
174.3BB;0.000;0.000;6.480;0.000;0.000;0.000
174.3C10;0.000;0.000;0.060;0.000;0.000;0.000
174.3C1A;0.000;0.000;1.850;0.000;0.000;0.000
174.3C1B;0.000;0.000;0.730;0.000;0.000;0.000
174.3C1C;0.000;0.000;1.020;0.000;0.000;0.000
174.3C2;0.000;0.000;0.320;0.000;0.000;0.000
174.3C3;0.000;0.000;1.110;0.000;0.000;0.000
174.3C4;0.000;0.000;0.490;0.000;0.000;0.000
174.3C5;0.000;0.000;1.510;0.000;0.000;0.000
174.3C6;0.000;0.000;0.420;0.000;0.000;0.000
174.3CA;0.000;0.000;2.440;0.000;0.000;0.000
174.3CB;0.000;0.000;22.980;0.580;0.000;0.000
174.3D1;0.000;0.000;3.690;0.000;0.000;0.000
174.3D2;0.000;0.000;3.170;0.000;0.000;0.000
174.3D3;0.000;0.000;8.850;0.170;0.000;0.000
174.3D4;0.000;0.000;17.750;2.480;0.000;0.000
174.3D5;0.000;0.000;0.930;0.000;0.000;0.000
174.3D6;0.000;0.000;3.490;3.510;0.000;0.000
174.411;1.610;0.000;12.920;0.000;0.000;1.450
174.412;2.930;0.000;1.550;0.000;0.000;1.470
174.41Z;1.980;0.000;24.420;0.000;0.000;0.000
174.42;13.910;0.390;1.150;0.000;0.000;9.920
174.4A0;0.620;0.000;0.000;0.000;0.000;0.000
174.4AA;2.290;0.000;0.000;0.000;0.000;0.000
174.4AB;2.520;0.000;0.000;0.000;0.000;0.000
174.4B1;0.580;0.000;0.000;0.000;0.000;0.000
174.4B2;0.650;0.000;0.000;0.000;0.000;0.000
174.4B3;0.650;0.000;0.000;0.000;0.000;0.000
174.4B4;0.750;0.000;0.000;0.000;0.000;0.000
174.4B5;0.220;0.000;0.000;0.000;0.000;0.000
174.4B6;0.770;0.000;0.000;0.000;0.000;0.000
174.4B7;0.420;0.000;0.000;0.000;0.000;0.000
174.4B8;5.760;0.000;0.000;0.000;0.000;0.000
174.4BA;4.430;0.000;7.990;0.000;0.000;0.000
174.4BB;3.230;0.000;0.260;0.000;0.000;0.000
174.4BC;4.030;0.000;3.030;0.000;0.000;0.000
174.4BD;6.830;0.000;1.290;0.000;0.000;0.000
174.4C;0.740;0.000;0.000;0.000;0.000;0.000
174.4D;0.340;0.000;11.340;0.000;0.000;0.000
174.4E1;3.170;0.000;10.530;0.000;0.000;0.000
174.4E21;0.990;0.000;0.100;0.000;0.000;0.000
174.4E22;0.530;0.000;3.960;0.000;0.000;0.000
174.4E2A;0.490;0.000;0.410;0.000;0.000;0.000
174.4E2B;0.480;0.000;4.200;0.000;0.000;0.000
174.4F0;0.150;0.000;0.000;0.000;0.000;0.000
174.4FA0;2.750;0.000;4.210;0.000;0.000;0.000
174.4FAA;0.060;0.000;0.000;0.000;0.000;0.000
174.4FAB;0.810;0.000;1.430;0.000;0.000;0.000
174.4FB;4.050;0.000;17.290;0.000;0.000;0.000
174.4G;0.080;0.000;29.890;0.030;0.000;0.000
174.50;19.660;1.540;10.590;0.000;0.000;26.600
174.5A;6.680;0.000;1.980;0.000;0.000;0.000
174.5B;10.790;0.000;5.670;0.000;0.000;0.000
174.5C0;7.570;0.000;9.570;0.000;0.000;0.000
174.5CA;0.000;0.000;1.480;0.000;0.000;0.000
174.5CB;0.000;0.000;10.850;0.000;0.000;0.000
174.5D0;0.590;0.000;0.600;0.000;0.000;0.000
174.5DA;0.000;0.000;5.910;0.000;0.000;0.000
174.5DB;0.000;0.000;21.360;0.000;0.000;0.000
174.5E;1.120;0.000;37.460;0.000;0.000;0.000
174.60;38.440;0.380;1.420;0.000;0.000;69.610
174.6Z;7.910;0.000;12.710;0.000;0.000;0.000
175.11;22.410;0.610;0.870;0.000;0.000;13.780
175.12;5.580;0.720;0.220;0.000;0.000;4.570
175.1A;3.830;0.000;0.620;0.000;0.000;0.000
175.1B;15.330;0.000;4.650;0.000;0.000;0.000
175.1C;41.010;0.000;3.050;0.000;0.000;0.000
175.1D;14.820;0.000;11.190;0.000;0.000;0.000
175.21;0.740;0.440;0.000;0.000;0.000;0.390
175.22;3.640;0.000;6.070;0.000;0.000;2.120
175.2A;0.030;0.000;0.000;0.000;0.000;0.000
175.2B;8.500;0.000;12.170;0.000;0.000;0.000
175.2C;0.090;0.000;5.150;0.000;0.000;0.000
175.2D;0.000;0.000;21.260;0.750;0.000;0.000
175.2E;0.000;0.000;4.100;1.100;0.000;0.000
175.31;0.060;0.000;0.000;0.000;0.000;1.090
175.32;7.680;0.000;0.000;0.000;0.000;30.490
175.3Z;26.630;0.000;16.470;0.000;0.000;0.000
175.41;14.010;0.000;0.000;0.000;0.000;28.010
175.42;9.930;0.470;3.860;0.000;0.000;12.990
175.4A;2.370;0.000;0.000;0.000;0.000;0.000
175.4B;24.670;0.000;0.000;0.000;0.000;0.000
175.4C;21.970;0.000;0.000;0.000;0.000;0.000
175.4D;23.410;0.000;9.320;0.000;0.000;0.000
175.5;16.260;0.000;1.380;0.000;0.000;2.210
176.11;4.270;0.000;0.000;0.000;0.000;3.320
176.120;3.710;0.000;1.270;0.000;0.000;3.340
176.12A;0.000;0.000;1.560;0.000;0.000;0.000
176.12B;0.000;0.000;3.080;0.000;0.000;0.000
176.12C;0.000;0.000;5.200;0.000;0.000;0.000
176.130;0.000;0.000;0.000;0.000;0.000;0.120
176.13A;0.000;0.000;2.260;0.000;0.000;0.000
176.13B;0.000;0.000;7.600;0.000;0.000;0.000
176.14;1.730;0.000;0.750;0.000;0.000;1.880
176.15;0.980;0.000;0.000;0.000;0.000;1.920
176.20;6.890;0.000;26.860;0.000;0.000;46.600
176.2A;0.660;0.000;0.110;0.000;0.000;0.000
176.2B;2.490;0.000;6.480;0.000;0.000;0.000
176.2C;0.020;0.000;0.430;0.000;0.000;0.000
176.2D;0.000;0.000;3.410;0.000;0.000;0.000
176.2E;0.000;0.000;4.740;0.000;0.000;0.000
176.30;6.250;0.000;53.100;0.000;0.000;33.570
176.3Z;0.000;0.000;3.910;0.000;0.000;0.000
176.4;22.830;0.000;9.120;0.000;0.000;6.900
177.11;16.020;0.000;12.260;0.000;0.000;4.060
177.120;12.050;0.000;7.640;0.000;0.000;11.090
177.12Z;7.460;0.000;6.660;0.000;0.000;0.000
177.1Z;10.780;0.000;14.450;0.000;0.000;0.000
177.21;19.650;0.000;22.290;0.000;0.000;6.670
177.22;11.880;0.000;7.830;0.000;0.000;13.200
177.2A;7.740;0.000;11.470;0.000;0.000;0.000
177.2B;1.820;0.000;24.950;0.000;0.000;0.000
177.31;22.440;2.460;6.000;0.000;0.000;28.030
177.32;37.740;0.000;8.980;0.000;0.000;4.440
177.33;33.070;0.000;9.260;0.000;0.000;43.750
177.340;22.350;0.000;1.130;0.000;0.000;41.390
177.34Z;11.740;0.000;0.000;0.000;0.000;0.000
177.3Z;40.010;0.000;12.060;0.000;0.000;0.000
177.41;7.450;0.000;1.090;0.000;0.000;24.030
177.420;4.260;0.870;0.000;0.000;0.000;9.660
177.42Z;17.980;2.960;3.460;0.000;0.000;0.000
177.43;1.220;0.440;0.000;0.000;0.000;4.250
177.4Z;37.910;2.880;11.160;0.000;0.000;0.000
177.51;33.920;1.070;1.250;0.000;2.850;77.820
177.52;54.320;2.360;3.180;0.000;0.000;49.080
177.53;9.930;0.000;6.580;0.000;0.000;8.110
177.5A11;0.130;0.000;0.000;0.000;0.000;0.000
177.5A12;0.310;0.000;0.000;0.000;0.000;0.000
177.5A21;0.270;0.000;0.000;0.000;0.000;0.000
177.5A22;1.210;0.000;1.040;0.000;0.000;0.000
177.5A3;1.030;0.000;0.000;0.000;0.000;0.000
177.5A4;3.070;0.000;0.260;0.000;0.000;0.000
177.5A5;0.710;0.000;0.000;0.000;0.000;0.000
177.5A6;0.740;0.000;0.000;0.000;0.000;0.000
177.5B;26.090;0.000;4.880;0.000;0.000;0.000
177.5C;12.150;0.000;8.540;0.000;0.000;0.000
177.61;10.750;0.000;13.010;0.000;0.000;7.240
177.62;14.640;0.000;30.620;0.000;0.000;9.790
177.631;6.560;0.000;5.910;0.000;0.000;10.850
177.6320;5.730;0.000;10.660;0.000;0.000;93.740
177.632Z;0.040;0.000;4.250;0.000;0.000;0.000
177.63Z;3.560;0.000;9.090;0.000;0.000;0.000
177.6Z;11.660;0.000;20.660;0.000;0.000;0.000
177.71;21.140;0.000;23.180;0.000;0.000;7.160
177.72;17.970;0.000;35.060;0.000;0.000;13.160
177.730;3.760;0.000;6.220;0.000;0.000;7.690
177.73Z;8.520;0.000;21.720;0.000;0.000;0.000
177.74;11.010;0.000;13.520;0.000;0.000;149.490
177.7Z;23.010;0.000;26.470;0.000;0.000;0.000
177.810;13.790;0.000;7.470;0.000;0.000;74.580
177.81Z;6.460;0.000;5.160;0.000;0.000;0.000
177.820;8.290;0.020;2.360;0.000;0.000;134.790
177.82Z;8.820;0.000;1.210;0.000;0.000;0.000
177.8A;0.100;0.000;0.000;0.000;0.000;0.000
177.8B;5.350;0.000;2.030;0.000;0.000;0.000
177.8C;2.710;0.000;10.890;0.000;0.000;0.000
177.91;10.200;0.650;1.010;0.000;0.000;13.880
177.92;9.020;0.000;11.430;0.000;0.000;3.790
177.93;9.090;0.000;5.000;0.000;0.000;2.560
178.111;4.190;0.000;14.350;0.140;0.000;1.100
178.1120;4.140;0.000;3.650;0.000;0.000;4.440
178.112Z;4.970;0.000;12.740;0.000;0.000;0.000
178.11Z;0.930;0.000;17.620;0.450;0.000;0.000
178.1210;10.040;0.000;4.350;0.000;0.000;11.710
178.121Z;1.380;0.000;5.250;0.000;0.000;0.000
178.122;20.840;0.000;5.520;0.000;0.000;9.510
178.12Z;1.380;0.000;4.560;0.000;0.000;0.000
178.13;20.890;0.840;10.190;0.000;0.000;108.520
178.20;31.470;0.000;10.950;0.000;0.000;16.220
178.2Z;10.120;0.000;4.170;0.000;0.000;0.000
178.310;12.470;0.000;11.500;0.000;0.000;11.140
178.31Z;2.880;0.000;1.140;0.000;0.000;0.000
178.32;13.670;0.000;14.230;0.000;0.000;14.240
178.33;2.340;0.450;1.290;0.000;0.000;5.840
178.3Z;2.890;0.000;8.230;0.000;0.000;0.000
178.41;7.340;0.560;2.250;0.000;0.000;27.740
178.421;8.320;1.070;1.050;0.000;0.000;13.830
178.422;1.470;0.000;0.450;0.000;0.000;0.460
178.42A;1.370;0.000;1.810;0.000;0.000;0.000
178.42B;2.840;0.000;4.060;0.000;0.000;0.000
178.42C;0.180;0.000;6.150;0.000;0.000;0.000
178.431;3.300;0.000;0.360;0.000;0.000;10.420
178.432;1.260;0.000;0.000;0.000;0.000;9.890
178.43A;0.080;0.000;0.000;0.000;0.000;0.000
178.43B;6.990;0.000;1.060;0.000;0.000;0.000
178.43C;7.600;0.000;1.710;0.000;0.000;0.000
178.43D;1.360;0.000;4.360;0.000;0.000;0.000
178.43E;0.000;0.000;6.660;0.000;0.000;0.000
178.43F;0.000;0.000;3.460;0.000;0.000;0.000
178.441;2.770;0.000;0.000;0.000;0.000;1.910
178.4421;0.570;0.000;0.000;0.000;0.000;0.050
178.4422;1.120;0.000;0.000;0.000;0.000;0.150
178.442A;0.400;0.000;0.000;0.000;0.000;0.000
178.442B;1.380;0.000;3.170;0.000;0.000;0.000
178.44A;1.430;0.000;1.900;0.000;0.000;0.000
178.44B;3.180;0.000;5.820;0.000;0.000;0.000
178.44C1;0.510;0.000;0.200;0.000;0.000;0.000
178.44C2;0.260;0.000;0.000;0.000;0.000;0.000
178.44C3;0.350;0.000;1.000;0.000;0.000;0.000
178.44C4;0.420;0.000;0.720;0.000;0.000;0.000
178.44D;0.000;0.000;2.630;0.000;0.000;0.000
178.45;3.670;0.000;0.010;0.000;0.000;10.630
178.461;0.420;0.000;0.030;0.000;0.000;1.230
178.4620;2.980;0.000;2.490;0.000;0.000;1.400
178.462Z;1.580;0.000;0.820;0.000;0.000;0.000
178.463;3.030;0.000;2.760;0.000;0.000;1.270
178.46A;0.770;0.000;0.190;0.000;0.000;0.000
178.46B;0.640;0.000;3.100;0.000;0.000;0.000
178.46C;0.000;0.000;4.120;0.000;0.000;0.000
178.510;1.590;0.000;1.350;0.000;0.000;7.850
178.51Z;10.140;0.000;19.300;0.000;0.000;0.000
178.520;0.120;0.000;1.160;0.000;0.000;2.130
178.52Z;13.790;0.000;10.010;0.000;0.000;0.000
178.53;2.670;0.000;5.390;0.000;0.000;6.700
178.540;13.620;0.000;7.220;0.000;0.000;9.610
178.54Z;10.970;0.000;10.070;0.000;0.000;0.000
178.550;19.200;0.000;8.360;0.000;0.000;6.520
178.55Z;6.250;0.000;4.580;0.000;0.000;0.000
178.610;6.470;0.000;0.150;0.000;0.000;18.960
178.61Z;11.210;0.000;0.650;0.000;0.000;0.000
178.6210;1.050;0.000;0.500;0.000;0.000;7.320
178.621Z;2.670;0.000;0.870;0.000;0.000;0.000
178.622;0.530;0.000;1.780;0.000;0.000;9.210
178.62Z;10.130;0.000;6.040;0.000;0.000;0.000
178.630;0.860;0.000;6.860;0.000;0.000;4.700
178.63Z;8.770;0.000;20.500;0.000;0.000;0.000
178.64;3.510;0.000;5.910;0.000;0.000;9.040
178.6Z;17.680;0.000;18.530;0.000;0.000;0.000
178.71;3.420;0.000;2.010;0.000;0.000;4.130
178.72;8.860;0.000;7.160;0.000;0.000;6.650
178.730;0.250;0.000;4.850;0.000;0.000;10.460
178.73Z;1.810;0.000;6.770;0.000;0.000;0.000
178.741;0.000;0.000;0.100;0.000;0.000;2.230
178.742;1.550;0.000;3.530;0.000;0.000;17.340
178.74A1;0.000;0.000;1.240;0.000;0.000;0.000
178.74A2;2.190;0.000;4.260;0.000;0.000;0.000
178.74A3;0.180;0.000;1.370;0.000;0.000;0.000
178.74A4;0.180;0.000;0.960;0.000;0.000;0.000
178.74B;7.610;0.000;8.050;0.000;0.000;0.000
178.7A;6.750;0.000;8.820;0.000;0.000;0.000
178.7B10;2.090;0.000;7.220;0.000;0.000;0.000
178.7B1Z;4.910;0.000;6.230;0.000;0.000;0.000
178.7B2;2.060;0.000;2.210;0.000;0.000;0.000
178.80;49.060;2.290;67.540;0.000;0.000;172.510
178.8Z;5.540;0.000;3.640;0.000;0.000;0.000
178.90;36.940;1.230;71.520;0.000;0.000;37.080
178.9Z;7.780;0.000;11.470;0.000;0.000;0.000
179.10;3.930;0.000;17.500;0.180;0.000;8.550
179.1Z;0.000;0.000;9.780;0.050;0.000;0.000
179.2110;0.000;0.000;1.680;0.000;0.000;0.440
179.211A;0.000;0.000;0.160;0.000;0.000;0.000
179.211B;0.000;0.000;1.250;0.000;0.000;0.000
