regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
002.D6;002.D5;53.5900;0.010000;315.3600;0.535900;2;236;2;Skagerrak
002.DA1;002.D6;17.6800;0.010000;315.3600;0.176800;2;236;2;Skagerrak
002.DA2;002.DA1;25.0600;0.011000;346.8960;0.275660;2;236;2;Skagerrak
002.DA3;002.DA2;13.9900;0.011000;346.8960;0.153890;2;236;2;Skagerrak
002.DA4;002.DA3;16.4400;0.012000;378.4320;0.197280;2;236;2;Skagerrak
002.DA51;002.DA4;10.6800;0.011000;346.8960;0.117480;2;236;2;Skagerrak
002.DA52;002.DA51;1.8000;0.011000;346.8960;0.019800;2;237;2;Skagerrak
002.DA5Z;002.DA52;57.7900;0.013000;409.9680;0.751270;2;237;2;Skagerrak
002.DA6;002.DA52;11.7600;0.011000;346.8960;0.129360;2;237;2;Skagerrak
002.DAA111;002.DA6;0.2100;0.011000;346.8960;0.002310;2;237;2;Skagerrak
002.DAA112;002.DAA111;2.8700;0.011000;346.8960;0.031570;2;528;5;Skagerrak
002.DAA12;002.DAA112;0.9600;0.011000;346.8960;0.010560;2;528;5;Skagerrak
002.DAA1Z;002.DAA12;30.0100;0.012000;378.4320;0.360120;2;528;5;Skagerrak
002.DAA211;002.DAA12;0.2600;0.011000;346.8960;0.002860;2;528;5;Skagerrak
002.DAA212;002.DAA211;4.5600;0.011000;346.8960;0.050160;2;528;5;Skagerrak
002.DAA22;002.DAA212;0.9400;0.011000;346.8960;0.010340;2;528;5;Skagerrak
002.DAA2Z;002.DAA22;82.4400;0.013000;409.9680;1.071720;2;528;5;Skagerrak
002.DAA31;002.DAA22;0.4600;0.010000;315.3600;0.004600;2;528;5;Skagerrak
002.DAA32;002.DAA31;4.4900;0.012000;378.4320;0.053880;2;528;5;Skagerrak
002.DAA41;002.DAA32;2.3000;0.011000;346.8960;0.025300;2;528;5;Skagerrak
002.DAA42;002.DAA41;6.4600;0.012000;378.4320;0.077520;2;528;5;Skagerrak
002.DAB1;002.DAA42;24.1400;0.010000;315.3600;0.241400;2;528;5;Skagerrak
002.DAB20;002.DAB1;77.2200;0.013000;409.9680;1.003860;2;238;2;Skagerrak
002.DAB2A;002.DAB20;23.6300;0.019000;599.1840;0.448970;2;239;2;Skagerrak
002.DAB2B;002.DAB2A;40.1500;0.020000;630.7200;0.803000;2;534;5;Skagerrak
002.DAB2C;002.DAB2B;14.9300;0.022000;693.7920;0.328460;2;534;5;Skagerrak
002.DAB3;002.DAB20;31.4400;0.013000;409.9680;0.408720;2;239;2;Skagerrak
002.DAB4;002.DAB3;26.1600;0.015000;473.0400;0.392400;2;239;2;Skagerrak
002.DAB9;002.DAB4;1.6900;0.009000;283.8240;0.015210;2;239;2;Skagerrak
002.DABA;002.DAB9;46.7100;0.018000;567.6480;0.840780;2;239;2;Skagerrak
002.DABB;002.DABA;35.7200;0.019000;599.1840;0.678680;2;239;2;Skagerrak
002.DABC;002.DABB;61.9500;0.019000;599.1840;1.177050;2;239;2;Skagerrak
002.DAC10;002.DAB9;10.7400;0.014000;441.5040;0.150360;2;239;2;Skagerrak
002.DAC1A;002.DAC10;46.9700;0.017000;536.1120;0.798490;2;520;5;Skagerrak
002.DAC1B;002.DAC1A;9.1100;0.017000;536.1120;0.154870;2;520;5;Skagerrak
002.DAC1C;002.DAC1B;14.8900;0.019000;599.1840;0.282910;2;520;5;Skagerrak
002.DAC2;002.DAC10;6.0600;0.013000;409.9680;0.078780;2;239;2;Skagerrak
002.DAC3;002.DAC2;37.4900;0.017000;536.1120;0.637330;2;520;5;Skagerrak
002.DAC4;002.DAC3;15.9300;0.019000;599.1840;0.302670;2;239;2;Skagerrak
002.DAD;002.DAC4;17.3200;0.016000;504.5760;0.277120;2;520;5;Skagerrak
002.DAE;002.DAD;37.2100;0.016000;504.5760;0.595360;2;520;5;Skagerrak
002.DB1;002.DA6;15.2900;0.011000;346.8960;0.168190;2;237;2;Skagerrak
002.DB20;002.DB1;13.3400;0.011000;346.8960;0.146740;2;237;2;Skagerrak
002.DB2A;002.DB20;17.7400;0.014000;441.5040;0.248360;2;237;2;Skagerrak
002.DB2B;002.DB2A;12.5800;0.016000;504.5760;0.201280;2;239;2;Skagerrak
002.DB31;002.DB20;1.7700;0.010000;315.3600;0.017700;2;237;2;Skagerrak
002.DB32;002.DB31;3.3900;0.011000;346.8960;0.037290;2;237;2;Skagerrak
002.DB3A;002.DB32;8.3700;0.012000;378.4320;0.100440;2;237;2;Skagerrak
002.DB3B;002.DB3A;11.3900;0.013000;409.9680;0.148070;2;237;2;Skagerrak
002.DB3C;002.DB3B;12.0400;0.014000;441.5040;0.168560;2;237;2;Skagerrak
002.DB3D;002.DB3C;9.5100;0.015000;473.0400;0.142650;2;237;2;Skagerrak
002.DB4;002.DB32;3.9700;0.011000;346.8960;0.043670;2;237;2;Skagerrak
002.DC11;002.DB4;31.7400;0.010000;315.3600;0.317400;2;237;2;Skagerrak
002.DC12;002.DC11;26.0100;0.010000;315.3600;0.260100;2;417;4;Skagerrak
002.DC13;002.DC12;27.0800;0.009000;283.8240;0.243720;2;417;4;Skagerrak
002.DC14;002.DC13;31.9300;0.007000;220.7520;0.223510;2;417;4;Skagerrak
002.DC1A;002.DC14;94.2600;0.008000;252.2880;0.754080;2;417;4;Skagerrak
002.DC1B;002.DC1A;14.0900;0.007000;220.7520;0.098630;2;417;4;Skagerrak
002.DC1C;002.DC1B;52.8100;0.008000;252.2880;0.422480;2;417;4;Skagerrak
002.DC21;002.DC14;30.6500;0.012000;378.4320;0.367800;2;237;2;Skagerrak
002.DC22;002.DC21;35.5300;0.014000;441.5040;0.497420;2;237;2;Skagerrak
002.DC23;002.DC22;27.4600;0.012000;378.4320;0.329520;2;237;2;Skagerrak
002.DC31;002.DC23;22.7600;0.007000;220.7520;0.159320;2;417;4;Skagerrak
002.DC32;002.DC31;27.9800;0.007000;220.7520;0.195860;2;417;4;Skagerrak
002.DC33;002.DC32;46.3800;0.007000;220.7520;0.324660;2;417;4;Skagerrak
002.DC34;002.DC33;29.4200;0.007000;220.7520;0.205940;2;417;4;Skagerrak
002.DC35;002.DC34;9.2200;0.007000;220.7520;0.064540;2;417;4;Skagerrak
002.DC3A0;002.DC35;30.6600;0.007000;220.7520;0.214620;2;403;4;Skagerrak
002.DC3AZ;002.DC3A0;31.1400;0.009000;283.8240;0.280260;2;403;4;Skagerrak
002.DC3B0;002.DC3A0;56.0200;0.007000;220.7520;0.392140;2;417;4;Skagerrak
002.DC3BZ;002.DC3B0;116.2700;0.009000;283.8240;1.046430;2;415;4;Skagerrak
002.DC3C0;002.DC3B0;70.8800;0.007000;220.7520;0.496160;2;415;4;Skagerrak
002.DC3CA;002.DC3C0;1.0400;0.007000;220.7520;0.007280;2;415;4;Skagerrak
002.DC3CB;002.DC3CA;61.7300;0.007000;220.7520;0.432110;2;415;4;Skagerrak
002.DC3CC;002.DC3CB;35.2700;0.009000;283.8240;0.317430;2;415;4;Skagerrak
002.DC3D;002.DC3C0;26.0200;0.007000;220.7520;0.182140;2;417;4;Skagerrak
002.DC3E;002.DC3D;6.6500;0.007000;220.7520;0.046550;2;415;4;Skagerrak
002.DC3F;002.DC3E;53.6800;0.009000;283.8240;0.483120;2;417;4;Skagerrak
002.DC41;002.DC35;17.0300;0.009000;283.8240;0.153270;2;237;2;Skagerrak
002.DC42;002.DC41;43.0700;0.011000;346.8960;0.473770;2;520;5;Skagerrak
002.DC43;002.DC42;35.0900;0.010000;315.3600;0.350900;2;520;5;Skagerrak
002.DC4A0;002.DC43;93.2300;0.012000;378.4320;1.118760;2;520;5;Skagerrak
002.DC4AZ;002.DC4A0;14.7200;0.010000;315.3600;0.147200;2;520;5;Skagerrak
002.DC4B0;002.DC4A0;94.5000;0.010000;315.3600;0.945000;2;520;5;Skagerrak
002.DC4BZ;002.DC4B0;50.9200;0.016000;504.5760;0.814720;2;520;5;Skagerrak
002.DC4C;002.DC4B0;41.8300;0.016000;504.5760;0.669280;2;520;5;Skagerrak
002.DC510;002.DC43;2.7500;0.007000;220.7520;0.019250;2;403;4;Skagerrak
002.DC51Z;002.DC510;23.5600;0.008000;252.2880;0.188480;2;403;4;Skagerrak
002.DC52;002.DC510;0.8800;0.007000;220.7520;0.006160;2;403;4;Skagerrak
002.DC53;002.DC52;11.0400;0.007000;220.7520;0.077280;2;403;4;Skagerrak
002.DC5A0;002.DC53;6.8800;0.007000;220.7520;0.048160;2;403;4;Skagerrak
002.DC5AZ;002.DC5A0;25.7500;0.008000;252.2880;0.206000;2;403;4;Skagerrak
002.DC5B;002.DC5A0;55.4100;0.008000;252.2880;0.443280;2;412;4;Skagerrak
002.DC5C;002.DC5B;88.9100;0.014000;441.5040;1.244740;2;403;4;Skagerrak
002.DC61;002.DC53;32.6700;0.007000;220.7520;0.228690;2;520;5;Skagerrak
002.DC62;002.DC61;42.6500;0.009000;283.8240;0.383850;2;520;5;Skagerrak
002.DC63;002.DC62;44.1200;0.009000;283.8240;0.397080;2;520;5;Skagerrak
002.DC71;002.DC63;41.7200;0.007000;220.7520;0.292040;2;412;4;Skagerrak
002.DC72;002.DC71;74.8500;0.011000;346.8960;0.823350;2;412;4;Skagerrak
002.DC73;002.DC72;76.2900;0.008000;252.2880;0.610320;2;412;4;Skagerrak
002.DC74;002.DC73;57.6900;0.007000;220.7520;0.403830;2;412;4;Skagerrak
002.DC75;002.DC74;60.9400;0.008000;252.2880;0.487520;2;412;4;Skagerrak
002.DC7A0;002.DC75;31.5000;0.010000;315.3600;0.315000;2;412;4;Skagerrak
002.DC7AZ;002.DC7A0;34.7400;0.013000;409.9680;0.451620;2;412;4;Skagerrak
002.DC7B0;002.DC7A0;39.9600;0.014000;441.5040;0.559440;2;412;4;Skagerrak
002.DC7BA0;002.DC7B0;7.8800;0.014000;441.5040;0.110320;2;412;4;Skagerrak
002.DC7BAA;002.DC7BA0;12.8200;0.015000;473.0400;0.192300;2;412;4;Skagerrak
002.DC7BAB;002.DC7BAA;17.2800;0.020000;630.7200;0.345600;2;412;4;Skagerrak
002.DC7BB1;002.DC7BA0;5.2300;0.016000;504.5760;0.083680;2;412;4;Skagerrak
002.DC7BB2;002.DC7BB1;1.0900;0.015000;473.0400;0.016350;2;412;4;Skagerrak
002.DC7BB3;002.DC7BB2;7.0100;0.019000;599.1840;0.133190;2;412;4;Skagerrak
002.DC7BB4;002.DC7BB3;2.3200;0.018000;567.6480;0.041760;2;412;4;Skagerrak
002.DC7C;002.DC7B0;48.0200;0.017000;536.1120;0.816340;2;412;4;Skagerrak
002.DC7D;002.DC7C;13.4000;0.018000;567.6480;0.241200;2;403;4;Skagerrak
002.DCA0;002.DC75;5.0500;0.009000;283.8240;0.045450;2;502;5;Skagerrak
002.DCAZ;002.DCA0;69.3600;0.014000;441.5040;0.971040;2;502;5;Skagerrak
002.DCB0;002.DCA0;10.8100;0.010000;315.3600;0.108100;2;502;5;Skagerrak
002.DCBA;002.DCB0;10.4900;0.011000;346.8960;0.115390;2;502;5;Skagerrak
002.DCBB;002.DCBA;14.6300;0.014000;441.5040;0.204820;2;502;5;Skagerrak
002.DCBC;002.DCBB;30.1200;0.015000;473.0400;0.451800;2;502;5;Skagerrak
002.DCC1;002.DCB0;14.5700;0.012000;378.4320;0.174840;2;529;5;Skagerrak
002.DCC2;002.DCC1;17.8400;0.011000;346.8960;0.196240;2;529;5;Skagerrak
002.DCC3;002.DCC2;26.8300;0.011000;346.8960;0.295130;2;529;5;Skagerrak
002.DCC4;002.DCC3;15.0500;0.010000;315.3600;0.150500;2;529;5;Skagerrak
002.DCC5;002.DCC4;0.9300;0.011000;346.8960;0.010230;2;529;5;Skagerrak
002.DCC6;002.DCC5;6.0900;0.011000;346.8960;0.066990;2;529;5;Skagerrak
002.DCD11;002.DCC6;0.6500;0.010000;315.3600;0.006500;2;529;5;Skagerrak
002.DCD12;002.DCD11;48.4500;0.013000;409.9680;0.629850;2;529;5;Skagerrak
002.DCD1A;002.DCD12;0.2400;0.009000;283.8240;0.002160;2;529;5;Skagerrak
002.DCD1B;002.DCD1A;23.7100;0.012000;378.4320;0.284520;2;529;5;Skagerrak
002.DCD2;002.DCD12;44.1500;0.012000;378.4320;0.529800;2;529;5;Skagerrak
002.DCE;002.DCD2;37.1500;0.018000;567.6480;0.668700;2;534;5;Skagerrak
002.DD11;002.DC75;45.9400;0.009000;283.8240;0.413460;2;412;4;Skagerrak
002.DD12;002.DD11;34.7300;0.009000;283.8240;0.312570;2;412;4;Skagerrak
002.DD1A1;002.DD12;4.0700;0.010000;315.3600;0.040700;2;412;4;Skagerrak
002.DD1A2;002.DD1A1;2.0500;0.010000;315.3600;0.020500;2;412;4;Skagerrak
002.DD1A3;002.DD1A2;12.9000;0.013000;409.9680;0.167700;2;412;4;Skagerrak
002.DD1A4;002.DD1A3;2.5200;0.012000;378.4320;0.030240;2;412;4;Skagerrak
002.DD1A5;002.DD1A4;10.7800;0.014000;441.5040;0.150920;2;412;4;Skagerrak
002.DD1A6;002.DD1A5;5.1800;0.013000;409.9680;0.067340;2;412;4;Skagerrak
002.DD1B;002.DD1A6;117.9300;0.014000;441.5040;1.651020;2;412;4;Skagerrak
002.DD1C;002.DD1B;38.0200;0.015000;473.0400;0.570300;2;412;4;Skagerrak
002.DD20;002.DD12;72.2500;0.012000;378.4320;0.867000;2;502;5;Skagerrak
002.DD2A1;002.DD20;0.9900;0.010000;315.3600;0.009900;2;502;5;Skagerrak
002.DD2A2;002.DD2A1;4.1400;0.011000;346.8960;0.045540;2;502;5;Skagerrak
002.DD2A30;002.DD2A2;19.5800;0.016000;504.5760;0.313280;2;502;5;Skagerrak
002.DD2A3Z;002.DD2A30;19.5800;0.019000;599.1840;0.372020;2;502;5;Skagerrak
002.DD2A4;002.DD2A30;11.5100;0.012000;378.4320;0.138120;2;502;5;Skagerrak
002.DD2B;002.DD2A4;63.0900;0.017000;536.1120;1.072530;2;502;5;Skagerrak
002.DD2C;002.DD2B;10.9300;0.015000;473.0400;0.163950;2;502;5;Skagerrak
002.DD2D0;002.DD2C;22.7900;0.017000;536.1120;0.387430;2;502;5;Skagerrak
002.DD2DZ;002.DD2D0;28.9500;0.020000;630.7200;0.579000;2;502;5;Skagerrak
002.DD2E;002.DD2D0;47.6400;0.017000;536.1120;0.809880;2;502;5;Skagerrak
002.DD3;002.DD20;89.9100;0.011000;346.8960;0.989010;2;412;4;Skagerrak
002.DD41;002.DD3;51.7800;0.013000;409.9680;0.673140;2;502;5;Skagerrak
002.DD42;002.DD41;37.5000;0.012000;378.4320;0.450000;2;502;5;Skagerrak
002.DD4A0;002.DD42;69.9300;0.016000;504.5760;1.118880;2;502;5;Skagerrak
002.DD4AZ;002.DD4A0;30.7400;0.020000;630.7200;0.614800;2;502;5;Skagerrak
002.DD4B;002.DD4A0;50.0700;0.021000;662.2560;1.051470;2;502;5;Skagerrak
002.DD4C;002.DD4B;52.5400;0.023000;725.3280;1.208420;2;501;5;Skagerrak
002.DD51;002.DD42;35.4300;0.013000;409.9680;0.460590;2;501;5;Skagerrak
002.DD52;002.DD51;29.9400;0.013000;409.9680;0.389220;2;501;5;Skagerrak
002.DD5A1;002.DD52;0.3300;0.010000;315.3600;0.003300;2;501;5;Skagerrak
002.DD5A2;002.DD5A1;0.3100;0.010000;315.3600;0.003100;2;501;5;Skagerrak
002.DD5A3;002.DD5A2;2.9500;0.015000;473.0400;0.044250;2;501;5;Skagerrak
002.DD5A4;002.DD5A3;0.7300;0.013000;409.9680;0.009490;2;501;5;Skagerrak
002.DD5A5;002.DD5A4;6.4700;0.016000;504.5760;0.103520;2;501;5;Skagerrak
002.DD5A6;002.DD5A5;21.6200;0.019000;599.1840;0.410780;2;501;5;Skagerrak
002.DD5B0;002.DD5A6;56.8900;0.022000;693.7920;1.251580;2;501;5;Skagerrak
002.DD5BA1;002.DD5B0;4.1100;0.020000;630.7200;0.082200;2;412;4;Skagerrak
002.DD5BA2;002.DD5BA1;0.8000;0.017000;536.1120;0.013600;2;412;4;Skagerrak
002.DD5BA3;002.DD5BA2;1.3200;0.025000;788.4000;0.033000;2;412;4;Skagerrak
002.DD5BA4;002.DD5BA3;3.3400;0.023000;725.3280;0.076820;2;412;4;Skagerrak
002.DD5BB;002.DD5BA4;10.0200;0.028000;883.0080;0.280560;2;412;4;Skagerrak
002.DD5BC;002.DD5BB;7.7600;0.029000;914.5440;0.225040;2;412;4;Skagerrak
002.DD5BD1;002.DD5BC;1.7800;0.032000;1009.1520;0.056960;2;412;4;Skagerrak
002.DD5BD2;002.DD5BD1;11.5700;0.030000;946.0800;0.347100;2;501;5;Skagerrak
002.DD5BD3;002.DD5BD2;0.4100;0.029000;914.5440;0.011890;2;412;4;Skagerrak
002.DD5BD4;002.DD5BD3;0.3000;0.029000;914.5440;0.008700;2;501;5;Skagerrak
002.DD5BE1;002.DD5BD4;8.2500;0.029000;914.5440;0.239250;2;501;5;Skagerrak
002.DD5BE2;002.DD5BE1;1.7300;0.029000;914.5440;0.050170;2;501;5;Skagerrak
002.DD5BE3;002.DD5BE2;0.5600;0.028000;883.0080;0.015680;2;501;5;Skagerrak
002.DD5BE4;002.DD5BE3;0.2300;0.028000;883.0080;0.006440;2;501;5;Skagerrak
002.DD5BF;002.DD5BE4;22.4600;0.027000;851.4720;0.606420;2;519;5;Skagerrak
002.DD5C;002.DD5B0;0.3800;0.015000;473.0400;0.005700;2;412;4;Skagerrak
002.DD5D;002.DD5C;46.8100;0.017000;536.1120;0.795770;2;412;4;Skagerrak
002.DD5E;002.DD5D;40.1000;0.025000;788.4000;1.002500;2;412;4;Skagerrak
002.DD61;002.DD52;21.8100;0.017000;536.1120;0.370770;2;502;5;Skagerrak
002.DD62;002.DD61;36.7500;0.012000;378.4320;0.441000;2;501;5;Skagerrak
002.DD6A;002.DD62;49.5900;0.017000;536.1120;0.843030;2;501;5;Skagerrak
002.DD6B;002.DD6A;46.9900;0.015000;473.0400;0.704850;2;501;5;Skagerrak
002.DDA0;002.DD62;94.2600;0.013000;409.9680;1.225380;2;522;5;Skagerrak
002.DDAA0;002.DDA0;28.9500;0.011000;346.8960;0.318450;2;522;5;Skagerrak
002.DDAAA;002.DDAA0;7.9100;0.012000;378.4320;0.094920;2;522;5;Skagerrak
002.DDAAB;002.DDAAA;12.3700;0.015000;473.0400;0.185550;2;522;5;Skagerrak
002.DDAB0;002.DDAA0;23.2600;0.011000;346.8960;0.255860;2;522;5;Skagerrak
002.DDABZ;002.DDAB0;46.9800;0.016000;504.5760;0.751680;2;522;5;Skagerrak
002.DDAC;002.DDAB0;39.2000;0.015000;473.0400;0.588000;2;522;5;Skagerrak
002.DDB0;002.DDA0;17.3800;0.012000;378.4320;0.208560;2;522;5;Skagerrak
002.DDBZ;002.DDB0;80.4400;0.019000;599.1840;1.528360;2;522;5;Skagerrak
002.DDC0;002.DDB0;33.2400;0.016000;504.5760;0.531840;2;522;5;Skagerrak
002.DDCA10;002.DDC0;1.0100;0.012000;378.4320;0.012120;2;522;5;Skagerrak
002.DDCA1A;002.DDCA10;0.5000;0.016000;504.5760;0.008000;2;522;5;Skagerrak
002.DDCA1B;002.DDCA1A;0.2600;0.017000;536.1120;0.004420;2;522;5;Skagerrak
002.DDCA2;002.DDCA10;1.4400;0.015000;473.0400;0.021600;2;522;5;Skagerrak
002.DDCA3;002.DDCA2;0.2800;0.016000;504.5760;0.004480;2;522;5;Skagerrak
002.DDCA4;002.DDCA3;0.2100;0.015000;473.0400;0.003150;2;522;5;Skagerrak
002.DDCAA0;002.DDCA4;0.6300;0.017000;536.1120;0.010710;2;522;5;Skagerrak
002.DDCAAA;002.DDCAA0;0.1100;0.017000;536.1120;0.001870;2;522;5;Skagerrak
002.DDCAAB;002.DDCAAA;1.0200;0.019000;599.1840;0.019380;2;522;5;Skagerrak
002.DDCAB;002.DDCAA0;0.0100;0.015000;473.0400;0.000150;2;522;5;Skagerrak
002.DDCAC;002.DDCAB;3.5100;0.020000;630.7200;0.070200;2;522;5;Skagerrak
002.DDCB;002.DDCA4;3.3600;0.018000;567.6480;0.060480;2;522;5;Skagerrak
002.DDCC;002.DDCB;15.2900;0.019000;599.1840;0.290510;2;522;5;Skagerrak
002.DDCD;002.DDCC;10.5600;0.019000;599.1840;0.200640;2;522;5;Skagerrak
002.DDCE;002.DDCD;16.1800;0.019000;599.1840;0.307420;2;522;5;Skagerrak
002.DDCF;002.DDCE;14.2600;0.021000;662.2560;0.299460;2;522;5;Skagerrak
002.DDD0;002.DDC0;62.4700;0.014000;441.5040;0.874580;2;522;5;Skagerrak
002.DDDZ;002.DDD0;53.5300;0.017000;536.1120;0.910010;2;522;5;Skagerrak
002.DDE1;002.DDD0;0.9700;0.008000;252.2880;0.007760;2;522;5;Skagerrak
002.DDE20;002.DDE1;1.7500;0.011000;346.8960;0.019250;2;522;5;Skagerrak
002.DDE2A;002.DDE20;3.0400;0.016000;504.5760;0.048640;2;522;5;Skagerrak
002.DDE2B;002.DDE2A;5.6900;0.019000;599.1840;0.108110;2;522;5;Skagerrak
002.DDE2C;002.DDE2B;4.1800;0.020000;630.7200;0.083600;2;522;5;Skagerrak
002.DDE2D;002.DDE2C;2.9400;0.020000;630.7200;0.058800;2;522;5;Skagerrak
002.DDE3;002.DDE20;6.4400;0.012000;378.4320;0.077280;2;522;5;Skagerrak
002.DDE4;002.DDE3;6.1000;0.012000;378.4320;0.073200;2;522;5;Skagerrak
002.DDEA;002.DDE4;38.6300;0.016000;504.5760;0.618080;2;522;5;Skagerrak
002.DDEB;002.DDEA;17.6900;0.018000;567.6480;0.318420;2;522;5;Skagerrak
002.DDEC;002.DDEB;11.2100;0.019000;599.1840;0.212990;2;519;5;Skagerrak
002.DDF0;002.DDE4;52.2700;0.015000;473.0400;0.784050;2;522;5;Skagerrak
002.DDFA;002.DDF0;11.5400;0.016000;504.5760;0.184640;2;522;5;Skagerrak
002.DDFB;002.DDFA;8.9900;0.021000;662.2560;0.188790;2;522;5;Skagerrak
002.DDFC;002.DDFB;8.5500;0.022000;693.7920;0.188100;2;522;5;Skagerrak
002.DDG11;002.DDF0;2.9200;0.013000;409.9680;0.037960;2;522;5;Skagerrak
002.DDG12;002.DDG11;7.9100;0.013000;409.9680;0.102830;2;522;5;Skagerrak
002.DDG1Z;002.DDG12;21.9000;0.015000;473.0400;0.328500;2;522;5;Skagerrak
002.DDG2;002.DDG12;42.9300;0.018000;567.6480;0.772740;2;522;5;Skagerrak
002.DDGZ;002.DDG2;44.9900;0.025000;788.4000;1.124750;2;519;5;Skagerrak
002.DDH;002.DDG2;75.4600;0.017000;536.1120;1.282820;2;519;5;Skagerrak
002.DE1;002.DD62;42.7500;0.016000;504.5760;0.684000;2;501;5;Skagerrak
002.DE2;002.DE1;23.1700;0.013000;409.9680;0.301210;2;501;5;Skagerrak
002.DE310;002.DE2;7.4700;0.018000;567.6480;0.134460;2;521;5;Skagerrak
002.DE31Z;002.DE310;40.0100;0.023000;725.3280;0.920230;2;521;5;Skagerrak
002.DE32;002.DE310;62.7800;0.015000;473.0400;0.941700;2;521;5;Skagerrak
002.DE33;002.DE32;24.8200;0.009000;283.8240;0.223380;2;521;5;Skagerrak
002.DE34;002.DE33;0.6500;0.007000;220.7520;0.004550;2;521;5;Skagerrak
002.DE3A1;002.DE34;9.0900;0.014000;441.5040;0.127260;2;521;5;Skagerrak
002.DE3A2;002.DE3A1;2.5100;0.010000;315.3600;0.025100;2;521;5;Skagerrak
002.DE3A3;002.DE3A2;8.5900;0.017000;536.1120;0.146030;2;521;5;Skagerrak
002.DE3A4;002.DE3A3;14.1000;0.016000;504.5760;0.225600;2;521;5;Skagerrak
002.DE3AA;002.DE3A4;1.0700;0.017000;536.1120;0.018190;2;521;5;Skagerrak
002.DE3AB;002.DE3AA;6.8600;0.019000;599.1840;0.130340;2;521;5;Skagerrak
002.DE3B0;002.DE3A4;5.7300;0.019000;599.1840;0.108870;2;521;5;Skagerrak
002.DE3BA;002.DE3B0;7.8000;0.020000;630.7200;0.156000;2;521;5;Skagerrak
002.DE3BB;002.DE3BA;6.6500;0.023000;725.3280;0.152950;2;521;5;Skagerrak
002.DE3C0;002.DE3B0;5.2000;0.018000;567.6480;0.093600;2;521;5;Skagerrak
002.DE3D1;002.DE3C0;5.2000;0.020000;630.7200;0.104000;2;521;5;Skagerrak
002.DE3D2;002.DE3D1;2.2400;0.019000;599.1840;0.042560;2;521;5;Skagerrak
002.DE3D9;002.DE3D2;0.6500;0.018000;567.6480;0.011700;2;521;5;Skagerrak
002.DE3DA;002.DE3D9;2.7900;0.019000;599.1840;0.053010;2;521;5;Skagerrak
002.DE3DB;002.DE3DA;5.1500;0.023000;725.3280;0.118450;2;521;5;Skagerrak
002.DE3E;002.DE3D9;4.1600;0.020000;630.7200;0.083200;2;521;5;Skagerrak
002.DE3F;002.DE3E;6.3700;0.021000;662.2560;0.133770;2;521;5;Skagerrak
002.DE4;002.DE34;57.3800;0.011000;346.8960;0.631180;2;521;5;Skagerrak
002.DE51;002.DE4;27.0400;0.010000;315.3600;0.270400;2;519;5;Skagerrak
002.DE52;002.DE51;23.8400;0.010000;315.3600;0.238400;2;520;5;Skagerrak
002.DE5Z;002.DE52;28.8400;0.013000;409.9680;0.374920;2;520;5;Skagerrak
002.DE6;002.DE52;36.2500;0.009000;283.8240;0.326250;2;519;5;Skagerrak
002.DE7;002.DE6;17.2100;0.009000;283.8240;0.154890;2;520;5;Skagerrak
002.DE81;002.DE7;15.7600;0.011000;346.8960;0.173360;2;520;5;Skagerrak
002.DE82;002.DE81;1.0800;0.006000;189.2160;0.006480;2;520;5;Skagerrak
002.DE8A;002.DE82;59.7000;0.015000;473.0400;0.895500;2;520;5;Skagerrak
002.DE8B;002.DE8A;28.7500;0.016000;504.5760;0.460000;2;519;5;Skagerrak
002.DEA0;002.DE82;34.5500;0.010000;315.3600;0.345500;2;520;5;Skagerrak
002.DEAA;002.DEA0;96.9000;0.015000;473.0400;1.453500;2;520;5;Skagerrak
002.DEAB;002.DEAA;35.5400;0.019000;599.1840;0.675260;2;520;5;Skagerrak
002.DEB0;002.DEA0;71.7500;0.014000;441.5040;1.004500;2;520;5;Skagerrak
002.DEBZ;002.DEB0;38.7300;0.018000;567.6480;0.697140;2;520;5;Skagerrak
002.DEC;002.DEB0;45.9500;0.018000;567.6480;0.827100;2;520;5;Skagerrak
002.DF10;002.DE82;36.3500;0.009000;283.8240;0.327150;2;520;5;Skagerrak
002.DF1A1;002.DF10;4.2900;0.007000;220.7520;0.030030;2;520;5;Skagerrak
002.DF1A2;002.DF1A1;1.9300;0.006000;189.2160;0.011580;2;520;5;Skagerrak
002.DF1A3;002.DF1A2;0.7200;0.006000;189.2160;0.004320;2;520;5;Skagerrak
002.DF1A4;002.DF1A3;9.9600;0.010000;315.3600;0.099600;2;520;5;Skagerrak
002.DF1AA0;002.DF1A4;71.2800;0.014000;441.5040;0.997920;2;520;5;Skagerrak
002.DF1AAZ;002.DF1AA0;30.9100;0.019000;599.1840;0.587290;2;520;5;Skagerrak
002.DF1AB;002.DF1AA0;20.1100;0.018000;567.6480;0.361980;2;520;5;Skagerrak
002.DF1AC;002.DF1AB;19.6600;0.020000;630.7200;0.393200;2;520;5;Skagerrak
002.DF1B0;002.DF1A4;33.3600;0.010000;315.3600;0.333600;2;520;5;Skagerrak
002.DF1BZ;002.DF1B0;40.1000;0.016000;504.5760;0.641600;2;520;5;Skagerrak
002.DF1C0;002.DF1B0;2.3700;0.010000;315.3600;0.023700;2;520;5;Skagerrak
002.DF1CZ;002.DF1C0;52.1300;0.016000;504.5760;0.834080;2;520;5;Skagerrak
